Longitude,Latitude,hour,month,weekday,park
-122.33506,47.61968,22,2,1,112
-122.327685992,47.60171208,20,8,2,105
-122.274536867,47.556559723,20,8,2,49
-122.330785387,47.544041418,21,8,2,25
-122.360106838,47.555520788,22,8,2,31
-122.355343453,47.694216133,21,8,2,45
-122.350647635,47.518252002,22,8,2,23
-122.319414423,47.605705157,19,8,2,121
-122.331208702,47.617225001,19,8,2,111
-122.285535975,47.542465955,20,8,2,47
-122.26278623,47.519558206,20,8,2,23
-122.350299551,47.718680085,20,8,2,25
-122.320933325,47.623698979,21,8,2,125
-122.30223583,47.6010021,22,8,2,122
-122.267163515,47.54113741,20,8,2,34
-122.274536867,47.556559723,21,8,2,49
-122.347790537,47.733221593,22,8,2,12
-122.35316205,47.618480049,20,8,2,81
-122.338247307,47.610246301,23,8,2,101
-122.262194496,47.506120919,23,8,2,16
-122.356068861,47.651196017,0,9,3,78
-122.302499625,47.62020692,0,9,3,126
-122.314362061,47.705182699,1,9,3,51
-122.313087957,47.663996256,1,9,3,86
-122.310180489,47.603097317,1,9,3,128
-122.328626201,47.709296298,0,9,3,37
-122.329058009,47.579808466,0,9,3,80
-122.353120728,47.526976039,1,9,3,26
-122.333267414,47.58610078,18,8,6,77
-122.310770642,47.671986813,23,8,2,81
-122.282344886,47.537044021,0,9,3,44
-122.28481,47.543625,7,2,5,47
-122.323761917,47.596670038,2,9,3,108
-122.322241452,47.539633217,3,9,3,22
-122.380474738,47.667025257,23,8,2,64
-122.359595879,47.541020772,23,8,2,30
-122.284821089,47.555491529,0,9,3,59
-122.28957255,47.541423764,0,9,3,50
-122.307231572,47.662154281,4,9,3,90
-122.385209661,47.580245691,5,9,3,42
-122.34397383,47.731400978,5,9,3,18
-122.378152957,47.668671063,9,8,2,69
-122.387571826,47.684077645,3,9,3,44
-122.281992538,47.531537508,3,9,3,38
-122.322453457,47.597089434,4,9,3,109
-122.366325,47.533707,22,2,1,36
-122.342456931,47.655022674,8,9,3,103
-122.33804772,47.611705679,10,8,3,102
-122.381529964,47.589504046,14,8,2,48
-122.343980086,47.699617367,8,9,3,39
-122.310521834,47.558460375,9,9,3,71
-122.363174598,47.534607885,10,9,3,32
-122.31541665,47.731693525,10,9,3,28
-122.359313316,47.685472371,10,9,3,54
-122.264248035,47.513316184,11,9,3,22
-122.330167721,47.60476953,11,9,3,106
-122.259273469,47.548659579,11,9,3,29
-122.340367253,47.610046276,12,9,3,101
-122.332653349,47.708654503,11,9,3,39
-122.372088315,47.629437887,11,9,3,70
-122.33804772,47.611705679,9,9,3,102
-122.347457829,47.615693487,9,9,3,90
-122.372200168,47.504990104,10,9,3,25
-122.38759096,47.670185646,11,9,3,56
-122.321145567,47.606647065,11,9,3,117
-122.329977175,47.599198312,11,9,3,100
-122.323761956,47.596252745,12,9,3,108
-122.34024218,47.612013582,12,9,3,104
-122.343702997,47.612886564,11,9,3,91
-122.341959547,47.610682001,11,9,3,92
-122.355346689,47.673508738,21,8,2,71
-122.356230489,47.641434479,12,9,3,79
-122.30604,47.627754,22,2,1,131
-122.376802784,47.689666737,13,9,3,47
-122.304964722,47.663073273,14,9,3,87
-122.338090378,47.7123018,14,9,3,33
-122.343005633,47.659959152,14,9,3,99
-122.336165513,47.616053298,15,9,3,107
-122.299060448,47.595063414,15,9,3,112
-122.331986367,47.601716965,14,9,3,103
-122.343676825,47.671561628,16,8,2,81
-122.321918378,47.708585781,14,8,6,44
-122.333730479,47.660841526,13,9,3,100
-122.327013759,47.599193842,14,9,3,106
-122.299058908,47.592943834,15,9,3,111
-122.34860004,47.694197471,13,9,3,47
-122.344486333,47.683669765,13,9,3,63
-122.373944599,47.52556571,13,9,3,37
-122.347635817,47.630986582,14,9,3,98
-122.331986367,47.601716965,14,9,3,103
-122.283844,47.56231,22,2,1,65
-122.336760491,47.606942425,15,9,3,97
-122.345003457,47.613655499,15,9,3,91
-122.32658,47.620224,23,2,1,117
-122.308344603,47.703940657,12,9,3,45
-122.32343922,47.612515585,13,8,0,118
-122.34448745,47.682770109,7,9,3,65
-122.313436504,47.596654658,12,9,3,121
-122.322215421,47.620482268,13,9,3,120
-122.328234315,47.528448128,14,9,3,16
-122.344505097,47.687303825,14,9,3,59
-122.358019952,47.623934451,15,9,3,69
-122.331082201,47.602412413,17,9,3,103
-122.323459463,47.640878031,7,8,2,121
-122.386169409,47.559321994,16,9,3,50
-122.271904756,47.693101255,17,9,3,21
-122.287598803,47.525633027,17,9,3,33
-122.311095285,47.687466699,18,9,3,65
-122.284865738,47.718989349,19,9,3,24
-122.311935,47.66489,23,2,1,89
-122.322909028,47.542940553,15,9,3,31
-122.298174666,47.595534939,16,9,3,110
-122.34478333,47.612938836,18,9,3,89
-122.355330171,47.69331765,19,9,3,47
-122.33734,47.609253,7,2,2,100
-122.375451114,47.685974594,16,9,3,54
-122.310144929,47.617027209,17,9,3,134
-122.391636422,47.69130732,17,9,3,37
-122.323473241,47.610034573,17,9,3,115
-122.337338756,47.60925298,17,9,3,100
-122.344996836,47.725035552,18,9,3,19
-122.331082201,47.602412413,18,9,3,103
-122.372083164,47.70153034,18,9,3,38
-122.332996531,47.622544756,18,9,3,114
-122.337276959,47.685667325,17,9,3,66
-122.34874713,47.614695034,17,9,3,89
-122.299158732,47.579672246,15,9,3,102
-122.361779946,47.551006197,16,9,3,32
-122.337338756,47.60925298,16,9,3,100
-122.37489485,47.673087689,17,9,3,68
-122.344354541,47.613270013,17,9,3,89
-122.324097253,47.60483956,17,9,3,115
-122.274665733,47.527025359,17,9,3,33
-122.271533608,47.537639465,18,9,3,37
-122.295801867,47.592867851,18,9,3,104
-122.33398,47.707756,23,2,1,38
-122.360647636,47.690624419,18,9,3,48
-122.30776,47.664864,23,2,1,87
-122.316636307,47.659096235,21,9,3,92
-122.329054587,47.58293525,21,9,3,79
-122.313087957,47.663996256,22,9,3,86
-122.3432623,47.611452758,21,9,3,90
-122.341344023,47.610274537,22,9,3,96
-122.28235,47.537045,23,2,1,44
-122.387206217,47.545679816,20,9,3,50
-122.29924,47.583645,23,2,1,104
-122.304511913,47.598325553,20,9,3,127
-122.319031206,47.607947342,19,9,3,122
-122.343170872,47.689827417,19,9,3,56
-122.35033,47.720497,1,2,2,19
-122.300489291,47.692887264,22,9,3,54
-122.329060161,47.574382002,22,9,3,76
-122.327031599,47.595836763,0,9,4,98
-122.309660874,47.665644331,22,9,3,90
-122.385579859,47.668140807,20,9,3,61
-122.37397223,47.523758981,19,9,3,37
-122.322664709,47.567635136,20,9,3,70
-122.325037277,47.545573764,20,9,3,28
-122.338701658,47.610742764,21,9,3,101
-122.345654258,47.614039706,22,9,3,89
-122.376466624,47.543772211,22,9,3,46
-122.321520642,47.61873646,12,8,4,124
-122.354148436,47.665054685,23,9,3,78
-122.319375436,47.603494339,23,9,3,120
-122.347383389,47.614476467,0,9,4,90
-122.355330171,47.69331765,0,9,4,47
-122.347771829,47.731676965,2,9,4,14
-122.341090392,47.619713174,1,9,4,107
-122.338247307,47.610246301,23,9,3,101
-122.355427794,47.62210257,23,9,3,79
-122.329977175,47.599198312,23,9,3,100
-122.295248394,47.721091918,2,9,4,33
-122.314917143,47.526016478,3,9,4,18
-122.321520642,47.61873646,2,9,4,124
-122.419368533,47.576587381,3,9,4,14
-122.297922206,47.718374638,0,9,4,39
-122.335564012,47.727762553,0,9,4,22
-122.345080033,47.732307608,1,9,4,16
-122.316779122,47.610978844,1,9,4,126
-122.330759029,47.661372074,0,9,4,98
-122.266355388,47.538267021,0,9,4,33
-122.329058006,47.585073696,1,9,4,80
-122.338701658,47.610742764,1,9,4,101
-122.344672709,47.703239504,1,9,4,37
-122.336128729,47.610445974,2,9,4,100
-122.31305305,47.666434574,3,9,4,84
-122.322110996,47.614064988,3,9,4,120
-122.31816885,47.615838399,4,9,4,120
-122.325334573,47.611228666,5,9,4,111
-122.400421707,47.681645468,7,9,4,42
-122.390838166,47.50820217,4,9,4,19
-122.347766121,47.731038071,6,9,4,15
-122.31816885,47.615838399,7,9,4,120
-122.328860965,47.603341075,8,9,4,106
-122.362299344,47.724176337,14,8,5,19
-122.336890515,47.610440245,11,8,4,102
-122.336890515,47.610440245,18,8,3,102
-122.27655,47.546677,0,2,2,45
-122.275367432,47.541108171,6,9,4,38
-122.39271,47.53066,23,2,1,35
-122.339256999,47.610510652,11,9,4,103
-122.33845,47.623207,0,2,2,111
-122.320841552,47.658490918,12,9,4,93
-122.301614568,47.690125616,18,9,3,55
-122.284086303,47.605918719,7,9,4,81
-122.321718716,47.612322189,8,9,4,120
-122.344996836,47.725035552,10,9,4,19
-122.392693908,47.53180135,23,9,3,36
-122.346803015,47.638253837,10,9,4,100
-122.304795684,47.633203307,10,9,4,128
-122.335909925,47.60046538,11,9,4,95
-122.34495,47.680687,0,2,2,69
-122.314788664,47.571852221,21,8,0,87
-122.352168318,47.620924048,12,9,4,82
-122.313148998,47.660532244,12,9,4,89
-122.29370088,47.729169583,13,9,4,24
-122.345312612,47.617353863,15,9,4,92
-122.338906798,47.60928404,15,9,4,99
-122.344486333,47.683669765,15,9,4,63
-122.287684331,47.576404571,12,9,4,84
-122.341542602,47.612782411,12,9,4,98
-122.356615683,47.630005584,14,9,4,76
-122.347606813,47.62022747,14,9,4,94
-122.360474325,47.52559091,15,9,4,28
-122.313115706,47.662180577,15,9,4,85
-122.313087957,47.663996256,15,9,4,86
-122.316510491,47.674979447,13,9,4,76
-122.278350445,47.66219224,13,9,4,45
-122.326381986,47.607338844,14,9,4,109
-122.339815384,47.610275592,15,9,4,101
-122.373079666,47.581824984,15,9,4,43
-122.264496398,47.522408654,15,9,4,24
-122.338090378,47.7123018,15,9,4,33
-122.340091458,47.608071014,14,9,4,97
-122.296630799,47.576358657,14,9,3,99
-122.303581848,47.586328186,11,9,4,111
-122.337338756,47.60925298,13,9,4,100
-122.337595941,47.611207077,13,9,4,102
-122.35316205,47.618480049,14,9,4,81
-122.334803252,47.604802893,9,9,4,101
-122.331776968,47.601492929,16,9,4,102
-122.346918641,47.624559764,16,9,4,101
-122.355551332,47.725276438,16,9,4,18
-122.341344023,47.610274537,17,9,4,96
-122.313087957,47.663996256,16,9,4,86
-122.357682424,47.649772339,18,9,4,78
-122.275720052,47.559976965,18,9,4,52
-122.313087957,47.663996256,16,9,4,86
-122.303798071,47.643430289,16,9,4,112
-122.322089172,47.612735402,16,9,4,120
-122.313148998,47.660532244,17,9,4,89
-122.336329928,47.608988668,17,9,4,101
-122.243671289,47.501457259,17,9,4,13
-122.338348307,47.609517439,18,9,4,101
-122.358019952,47.623934451,18,9,4,69
-122.38055,47.672367,0,2,2,63
-122.31541665,47.731693525,16,9,4,28
-122.333887756,47.607158143,16,9,4,102
-122.299158732,47.579672246,16,9,4,102
-122.31541665,47.731693525,16,9,4,28
-122.339065031,47.648058377,17,9,4,108
-122.313087957,47.663996256,18,9,4,86
-122.347208842,47.690933056,18,9,4,52
-122.360484602,47.523995185,18,9,4,28
-122.334395111,47.661386215,17,9,4,98
-122.337338756,47.60925298,17,9,4,100
-122.310180489,47.603097317,17,9,4,128
-122.320771372,47.613519514,18,9,4,122
-122.293567079,47.555343399,18,9,4,69
-122.323289825,47.70908766,18,9,4,44
-122.355441371,47.703996805,23,9,3,36
-122.33804772,47.611705679,17,9,4,102
-122.355293423,47.618534826,17,9,4,74
-122.292840975,47.723795094,17,9,4,28
-122.313436504,47.596654658,17,9,4,121
-122.33804772,47.611705679,17,9,4,102
-122.313148998,47.660532244,18,9,4,89
-122.342843234,47.613551471,19,9,4,92
-122.347457829,47.615693487,20,9,4,90
-122.331776968,47.601492929,21,9,4,102
-122.340367253,47.610046276,21,9,4,101
-122.313353802,47.578631965,22,9,4,94
-122.326165537,47.662259016,13,9,4,92
-122.320771372,47.613519514,19,9,4,122
-122.342935508,47.528271285,19,9,4,23
-122.316510491,47.674979447,19,9,4,76
-122.33134508,47.543638084,19,9,4,25
-122.344512568,47.68875092,19,9,4,57
-122.35316205,47.618480049,20,9,4,81
-122.319414423,47.605705157,20,9,4,121
-122.340367253,47.610046276,21,9,4,101
-122.332449339,47.61061143,21,9,4,107
-122.337793005,47.609748462,21,9,4,100
-122.289921959,47.568881155,20,9,4,83
-122.313087957,47.663996256,20,9,4,86
-122.380991559,47.552026849,21,9,4,49
-122.372290631,47.653087959,20,9,4,78
-122.30326,47.58502,1,2,2,111
-122.333003312,47.623692344,19,9,4,116
-122.38056,47.663,17,2,1,67
-122.334038713,47.60172211,1,9,5,96
-122.31563,47.62053,1,2,2,126
-122.355330171,47.69331765,23,9,4,47
-122.329054587,47.58293525,22,9,4,79
-122.320771372,47.613519514,22,9,4,122
-122.31687,47.664932,3,2,2,84
-122.347947694,47.65539664,0,9,5,95
-122.333172767,47.689562955,14,8,1,63
-122.329521888,47.58189317,0,9,5,77
-122.338247307,47.610246301,22,9,4,101
-122.39054,47.55604,14,2,4,47
-122.2907,47.690563,14,2,4,41
-122.274536867,47.556559723,22,9,4,49
-122.302704622,47.634208176,23,9,4,126
-122.285198326,47.734630685,23,9,4,17
-122.31816885,47.615838399,0,9,5,120
-122.394126342,47.589502704,22,9,4,41
-122.2785672,47.556128404,1,9,5,56
-122.318392641,47.663565907,1,9,5,91
-122.31728,47.592686,2,2,2,110
-122.355330171,47.69331765,23,9,4,47
-122.358815147,47.708731956,23,9,4,33
-122.343254,47.69708,11,2,2,43
-122.344354541,47.613270013,0,9,5,89
-122.31088,47.721268,2,2,2,37
-122.302220078,47.59507719,2,9,5,121
-122.304415825,47.555018737,4,9,5,68
-122.312953608,47.650882637,3,9,5,95
-122.289921959,47.568881155,3,9,5,83
-122.339559377,47.608324561,4,9,5,98
-122.345443946,47.61508874,2,9,5,90
-122.347064584,47.533909137,4,9,5,26
-122.338701658,47.610742764,1,9,5,101
-122.347375456,47.612708875,2,9,5,92
-122.31305305,47.666434574,2,9,5,84
-122.33481777,47.61236845,2,9,5,103
-122.313087957,47.663996256,2,9,5,86
-122.346514828,47.613372924,3,9,5,92
-122.322132011,47.615224579,1,9,5,121
-122.336128729,47.610445974,4,9,5,100
-122.321464282,47.615230696,5,9,5,122
-122.274536867,47.556559723,8,9,5,49
-122.308340723,47.663962691,1,9,4,87
-122.394264763,47.671653036,1,8,1,50
-122.257043003,47.512514472,9,9,5,18
-122.338701658,47.610742764,9,9,5,101
-122.337814113,47.646347568,10,9,5,114
-122.348505988,47.618071315,11,9,5,91
-122.336028117,47.520426644,10,9,5,16
-122.34608321,47.613707496,10,9,5,89
-122.313436504,47.596654658,10,9,5,121
-122.30567151,47.553364361,11,9,5,62
-122.32597823,47.586171999,11,9,5,90
-122.390897902,47.537508868,23,9,4,45
-122.372653166,47.510548988,12,9,5,30
-122.312530466,47.675788569,12,9,5,76
-122.374889898,47.649407597,22,9,4,73
-122.342142948,47.713405311,9,9,5,30
-122.333133243,47.661383732,10,9,5,100
-122.299097165,47.720205686,9,9,5,38
-122.329988673,47.578767933,10,9,5,80
-122.289937787,47.570674961,10,9,5,82
-122.387930315,47.653162353,11,9,5,60
-122.337338756,47.60925298,10,9,5,100
-122.34813736,47.682564714,21,8,6,62
-122.364336397,47.551020729,15,9,5,36
-122.319348427,47.611756686,17,9,3,120
-122.31816885,47.615838399,13,9,5,120
-122.390838166,47.50820217,13,9,5,19
-122.383493728,47.667830183,13,9,5,64
-122.353921912,47.532781233,11,9,5,26
-122.385973726,47.649387233,14,9,4,61
-122.302225739,47.595568198,14,9,5,122
-122.340473178,47.608627155,15,9,5,100
-122.33026735,47.601714919,12,9,5,100
-122.32077,47.613518,3,2,2,122
-122.353949857,47.686941227,12,9,5,54
-122.320331969,47.599187332,12,9,5,110
-122.337320426,47.611321241,13,9,5,104
-122.323566753,47.625986141,14,9,5,117
-122.35125,47.68694,3,2,2,53
-122.33026735,47.601714919,14,9,5,100
-122.304511913,47.598325553,12,9,5,127
-122.338146747,47.610975163,13,9,5,101
-122.291010285,47.570759932,13,9,5,84
-122.344896103,47.717174471,13,9,5,24
-122.308961806,47.601677925,15,9,5,126
-122.386659764,47.578324393,14,9,5,41
-122.3446,47.696724,3,2,2,41
-122.381930434,47.668675509,17,9,5,65
-122.340931612,47.723210282,17,9,5,22
-122.32291,47.66261,3,2,2,91
-122.29355386,47.582909468,12,9,4,101
-122.36451696,47.525951504,16,9,5,33
-122.321681349,47.694036668,17,9,5,59
-122.355367463,47.629185666,18,9,5,78
-122.301545931,47.707567306,19,9,5,44
-122.374862748,47.6430522,19,9,5,72
-122.313436504,47.596654658,19,9,5,121
-122.344834273,47.713547979,19,9,5,28
-122.326358802,47.599612406,17,9,5,106
-122.35982593,47.663588766,19,9,5,72
-122.33586,47.62086,4,2,2,113
-122.346301274,47.620318689,19,9,5,97
-122.342879608,47.609812732,16,9,5,91
-122.318141828,47.614092169,12,4,4,122
-122.349465445,47.646735734,20,9,5,98
-122.344123277,47.610790348,20,9,5,91
-122.341344023,47.610274537,20,9,5,96
-122.31472,47.56864,4,2,2,79
-122.363818206,47.535520311,22,9,5,34
-122.332464674,47.627483182,20,9,5,118
-122.320751271,47.605226103,21,9,5,117
-122.338348307,47.609517439,21,9,5,101
-122.337320426,47.611321241,21,9,5,104
-122.355154778,47.518278026,21,9,5,24
-122.333505555,47.614288791,22,9,5,108
-122.387206217,47.545679816,22,9,5,50
-122.330420412,47.620244346,20,9,5,112
-122.335014,47.61091,15,2,2,102
-122.286488582,47.5601082,21,9,5,64
-122.305391902,47.620358647,22,9,5,133
-122.309576281,47.634240505,20,9,5,124
-122.37218,47.66366,16,2,6,73
-122.279643253,47.635836889,20,9,5,51
-122.361487346,47.678667348,21,9,5,69
-122.27806,47.52612,11,2,6,32
-122.38594302,47.658540409,20,9,5,63
-122.410438291,47.570689887,21,9,5,24
-122.323310651,47.722999355,21,9,5,31
-122.33804772,47.611705679,22,9,5,102
-122.323111147,47.595832237,0,9,6,106
-122.343478227,47.69327651,23,9,5,48
-122.322917793,47.684305267,0,9,6,67
-122.30271212,47.612940648,23,9,5,126
-122.33804772,47.611705679,23,9,5,102
-122.304511913,47.598325553,0,9,6,127
-122.340797599,47.608493097,1,9,6,99
-122.334668929,47.609682786,1,9,6,102
-122.304511913,47.598325553,1,9,6,127
-122.33809,47.712303,6,2,2,33
-122.24979,47.500008,12,2,2,14
-122.352139787,47.624571354,23,9,5,88
-122.342615883,47.611066569,23,9,5,90
-122.322451864,47.598346107,0,9,6,110
-122.317892558,47.537087208,0,9,6,23
-122.341305608,47.691447525,23,9,5,56
-122.345223493,47.614372206,0,9,6,89
-122.373276959,47.515170487,0,9,6,34
-122.344354541,47.613270013,23,9,5,89
-122.344655381,47.701792105,0,9,6,37
-122.302727334,47.612265424,2,9,6,124
-122.27991,47.527874,7,2,2,33
-122.322110996,47.614064988,3,9,6,120
-122.351488599,47.624568163,6,9,6,88
-122.31816885,47.615838399,3,9,6,120
-122.339559377,47.608324561,3,9,6,98
-122.320848271,47.645077707,5,9,6,111
-122.349465445,47.646735734,23,9,4,98
-122.31816885,47.615838399,3,9,6,120
-122.385457779,47.561100471,4,9,6,51
-122.357228875,47.718742443,3,9,6,25
-122.326453217,47.529841808,3,9,6,16
-122.347420353,47.615084921,3,9,6,90
-122.284865738,47.718989349,5,9,6,24
-122.27772723,47.699339149,7,9,6,25
-122.289925,47.568882,7,2,2,83
-122.37893854,47.685950813,3,9,6,52
-122.373775999,47.543758383,4,9,6,43
-122.29474868,47.543519791,14,8,3,52
-122.33506,47.61968,22,2,2,112
-122.33143,47.656136,22,2,2,107
-122.35409571,47.527440339,10,9,6,26
-122.316510491,47.674979447,11,9,6,76
-122.347933101,47.725038839,12,9,6,18
-122.338348307,47.609517439,10,9,6,101
-122.329056,47.585075,7,2,2,80
-122.338701658,47.610742764,9,9,6,101
-122.287243923,47.591665977,11,9,6,93
-122.342879608,47.609812732,11,9,6,91
-122.320910062,47.621985883,12,9,6,127
-122.345003457,47.613655499,11,9,6,91
-122.327680653,47.596655375,12,9,6,105
-122.285774554,47.671233251,9,8,1,49
-122.328848134,47.530205591,16,9,5,16
-122.356805969,47.707814202,14,9,6,33
-122.338247307,47.610246301,14,9,6,101
-122.33452433,47.702331628,15,9,6,44
-122.313436504,47.596654658,14,9,6,121
-122.314193597,47.603095484,14,9,6,126
-122.313584309,47.598565841,14,9,6,121
-122.308703081,47.622658231,15,9,6,133
-122.344673427,47.64157906,15,9,6,106
-122.3208749,47.619905164,16,9,6,124
-122.325302997,47.621409834,12,9,6,115
-122.355367463,47.629185666,15,9,6,78
-122.344896103,47.717174471,16,9,6,24
-122.31816885,47.615838399,12,9,6,120
-122.31816885,47.615838399,12,9,6,120
-122.274536867,47.556559723,12,9,6,49
-122.33422,47.553425,8,2,2,38
-122.310020957,47.687588162,13,9,6,64
-122.309660874,47.665644331,13,9,6,90
-122.314812327,47.56260045,13,9,6,71
-122.320399391,47.700852244,13,9,6,51
-122.308843375,47.668538614,13,9,6,82
-122.355311397,47.691506782,15,9,6,47
-122.334284371,47.624974479,5,9,6,116
-122.355397375,47.699785557,23,8,2,40
-122.27743363,47.503408659,16,9,6,17
-122.322853607,47.530170663,17,9,6,18
-122.2647777,47.560611167,17,9,6,35
-122.323499507,47.587163366,17,9,6,93
-122.343889088,47.619725418,17,9,6,103
-122.336128729,47.610445974,17,9,6,100
-122.251753815,47.511645228,18,9,6,14
-122.313065,47.66567,8,2,2,84
-122.356575826,47.72505505,20,9,6,18
-122.313115706,47.662180577,16,9,6,85
-122.34364,47.610317,10,2,2,91
-122.346092304,47.649040967,18,9,6,105
-122.364301295,47.553728862,19,9,6,35
-122.313087957,47.663996256,19,9,6,86
-122.375542976,47.501913804,19,9,6,19
-122.387198856,47.54635845,19,9,6,50
-122.360731887,47.647338143,16,9,6,74
-122.32082,47.61699,8,2,2,122
-122.327672938,47.597936289,17,9,6,103
-122.338247307,47.610246301,17,9,6,101
-122.32088228,47.620491809,18,9,6,126
-122.331216231,47.600877085,18,9,6,102
-122.323310651,47.722999355,19,9,6,31
-122.328144598,47.607587767,19,9,6,108
-122.321359122,47.603520333,19,9,6,114
-122.36328736,47.667180339,20,9,6,70
-122.284051719,47.537040149,16,9,6,45
-122.325893408,47.638987041,16,9,6,122
-122.355367463,47.629185666,17,9,6,78
-122.33558028,47.602297365,17,9,6,97
-122.331721958,47.623695813,18,9,6,111
-122.33804772,47.611705679,18,9,6,102
-122.300495943,47.722025514,19,9,6,34
-122.33804772,47.611705679,19,9,6,102
-122.322903822,47.662610666,3,9,6,91
-122.313511272,47.56350231,22,9,6,73
-122.295848978,47.607083668,22,9,6,109
-122.343952124,47.642008949,22,9,6,105
-122.345003457,47.613655499,23,9,6,91
-122.297007568,47.494352844,21,9,6,3
-122.335928553,47.611904236,21,9,6,101
-122.33815,47.610973,8,2,2,101
-122.355293423,47.618534826,21,9,6,74
-122.344896103,47.717174471,22,9,6,24
-122.283900883,47.535453592,22,9,6,42
-122.347771829,47.731676965,22,9,6,14
-122.341635543,47.682160782,20,9,6,66
-122.321893969,47.655054615,20,9,6,99
-122.282131442,47.632997041,20,9,6,61
-122.35316205,47.618480049,22,9,6,81
-122.264248035,47.513316184,21,9,6,22
-122.309464745,47.588088087,21,9,6,112
-122.342879608,47.609812732,20,9,6,91
-122.31816885,47.615838399,23,9,6,120
-122.310245216,47.606731374,15,9,3,127
-122.367650856,47.716942716,23,9,6,26
-122.296326,47.59626,8,2,2,107
-122.314221331,47.591473404,0,9,0,115
-122.31816885,47.615838399,2,9,0,120
-122.401802383,47.689241734,4,9,0,35
-122.336165513,47.616053298,4,9,0,107
-122.310231831,47.608615767,1,9,0,130
-122.31816885,47.615838399,2,9,0,120
-122.27861207,47.510456054,3,9,0,21
-122.266590489,47.478694929,3,9,0,13
-122.344526226,47.690924886,3,9,0,51
-122.318224863,47.467179311,0,9,0,0
-122.329189104,47.60369512,1,9,0,105
-122.313597164,47.569516085,1,9,0,86
-122.334865851,47.6152845,2,9,0,107
-122.361185874,47.537265855,3,9,0,31
-122.320755782,47.608657483,2,9,0,120
-122.270434958,47.5376416,0,9,0,37
-122.376466624,47.543772211,1,9,0,46
-122.349884677,47.650889913,2,9,0,93
-122.326204755,47.659587028,9,9,4,96
-122.27016,47.536446,9,2,2,37
-122.344896103,47.717174471,23,9,6,24
-122.331085,47.602413,10,2,5,103
-122.33196,47.60254,14,2,2,102
-122.349213987,47.614972446,4,9,0,91
-122.27654798,47.546678433,5,9,0,45
-122.359084275,47.617431797,8,9,0,69
-122.316246131,47.526444721,5,9,0,18
-122.33304,47.604553,9,2,2,102
-122.397026,47.67224,9,2,2,47
-122.348419352,47.636130887,8,9,0,97
-122.266590489,47.478694929,5,9,0,13
-122.346308215,47.614420976,5,9,0,91
-122.322398651,47.608017972,10,9,0,118
-122.345003457,47.613655499,10,9,0,91
-122.320933325,47.623698979,11,9,0,125
-122.296337315,47.721089701,8,9,0,35
-122.305467496,47.662165383,9,9,0,89
-122.31561,47.61936,9,2,2,127
-122.415306,47.57597,9,2,2,18
-122.401487393,47.57037075,11,9,0,33
-122.325124995,47.660209069,18,9,5,95
-122.289937787,47.570674961,8,9,0,82
-122.316143638,47.552706916,10,9,0,51
-122.298914631,47.602160998,11,9,0,114
-122.332162001,47.545388132,11,9,0,27
-122.330510335,47.601885902,11,9,0,101
-122.31897,47.57235,9,2,2,79
-122.31556,47.615856,9,2,2,124
-122.33956,47.608326,11,2,2,98
-122.342456931,47.655022674,9,9,0,103
-122.335527126,47.617433802,16,8,4,109
-122.324059131,47.653893988,23,9,3,103
-122.303634904,47.619316595,1,9,0,134
-122.3149242,47.525589466,12,9,0,18
-122.294048056,47.537343786,12,9,0,47
-122.366804685,47.711246134,13,9,0,31
-122.294760854,47.661245507,13,9,0,74
-122.38395,47.667046,9,2,2,63
-122.30277217,47.60743839,12,9,0,121
-122.401455752,47.571820762,13,9,0,33
-122.330420412,47.620244346,13,9,0,112
-122.310658794,47.615378307,13,9,0,132
-122.330420412,47.620244346,14,9,0,112
-122.331392648,47.601072821,14,9,0,101
-122.333645393,47.614453218,12,9,0,108
-122.32999,47.580853,10,2,2,80
-122.355445643,47.70435749,14,9,0,36
-122.330510335,47.601885902,14,9,0,101
-122.273179749,47.665523341,15,9,0,26
-122.336165513,47.616053298,15,9,0,107
-122.330420412,47.620244346,14,9,0,112
-122.338247307,47.610246301,15,9,0,101
-122.320771372,47.613519514,12,9,0,122
-122.32539,47.552635,10,2,2,43
-122.31574,47.64261,19,2,5,115
-122.339713979,47.698697444,15,9,0,47
-122.343251402,47.697078414,12,9,0,43
-122.338146747,47.610975163,12,9,0,101
-122.37419575,47.564075601,15,9,0,42
-122.39164,47.516865,10,2,2,25
-122.34423234,47.630586442,20,8,6,107
-122.39066465,47.653207873,13,9,4,53
-122.267163515,47.54113741,16,9,0,34
-122.304511913,47.598325553,16,9,0,127
-122.331085,47.624275,10,2,2,112
-122.311370551,47.621290359,17,9,0,132
-122.333529123,47.600882385,17,9,0,97
-122.324008036,47.619074815,16,9,0,114
-122.313168449,47.659794711,16,9,0,88
-122.336165513,47.616053298,16,9,0,107
-122.31816885,47.615838399,16,9,0,120
-122.35288352,47.518266146,17,9,0,23
-122.354751201,47.624576885,17,9,0,80
-122.343054862,47.612500305,18,9,0,90
-122.257571711,47.549668023,18,9,0,25
-122.329124932,47.608656256,16,9,0,113
-122.324615,47.708603,10,2,2,43
-122.335527126,47.617433802,17,9,0,109
-122.329165357,47.62469961,18,9,0,115
-122.331082201,47.602412413,15,9,0,103
-122.320933325,47.623698979,16,9,0,125
-122.292251329,47.57125846,16,9,0,86
-122.341071371,47.621467609,16,9,0,108
-122.33069,47.607014,11,2,2,107
-122.397233613,47.66765539,19,9,0,46
-122.312744669,47.618519494,6,9,0,130
