Longitude,Latitude,hour,month,weekday,park
-122.29045,47.68214,16,2,0,46
-122.391111982,47.631045532,21,6,2,50
-122.376422573,47.545593277,22,6,2,47
-122.300510574,47.599277528,22,6,2,116
-122.331082201,47.602412413,20,6,4,103
-122.354751201,47.624576885,20,6,4,80
-122.313436504,47.596654658,21,6,4,121
-122.344505,47.68694,16,2,0,60
-122.311891529,47.670083399,14,6,1,82
-122.320915219,47.622558497,15,6,1,127
-122.338652776,47.65499478,15,6,1,101
-122.278470953,47.508767071,15,6,1,19
-122.327836298,47.594203678,17,6,5,98
-122.322867263,47.665695197,19,6,5,88
-122.321590278,47.76690137,22,6,2,4
-122.302213953,47.593802982,23,6,2,118
-122.380644787,47.503919987,23,6,4,19
-122.331085,47.602413,16,2,0,103
-122.38677,47.56472,19,2,0,46
-122.306495439,47.670031572,1,6,6,79
-122.351762803,47.733222008,15,6,1,11
-122.304670692,47.66941408,14,6,1,79
-122.33481777,47.61236845,14,6,1,103
-122.385483014,47.56021005,16,6,1,51
-122.239778662,47.510149361,16,6,1,12
-122.344143641,47.614320348,17,6,1,92
-122.3308075,47.60046424,1,6,3,100
-122.349139694,47.613755404,2,6,3,89
-122.327359482,47.613437354,2,6,3,113
-122.329586177,47.546693931,3,6,3,29
-122.316781664,47.603100033,18,5,3,125
-122.325584,47.66644,17,2,0,87
-122.302124,47.60801,17,2,0,120
-122.369954789,47.52194775,2,6,6,37
-122.347771829,47.731676965,2,6,6,14
-122.298522457,47.671068572,3,6,6,71
-122.331849027,47.62796758,4,6,6,115
-122.325314825,47.623713552,22,6,0,115
-122.312096,47.6367,17,2,0,124
-122.329153404,47.61823776,18,6,1,118
-122.33266,47.708656,17,2,0,39
-122.367311994,47.521027576,19,6,2,36
-122.288328154,47.532030085,4,6,3,40
-122.320781184,47.614074152,5,6,3,119
-122.388200687,47.77445722,3,6,5,0
-122.319434862,47.612937359,19,6,6,121
-122.350035809,47.661078857,20,6,6,84
-122.317276,47.588436,17,2,0,102
-122.340669909,47.607860347,22,6,6,100
-122.344706419,47.705798568,18,6,1,36
-122.32636,47.597935,17,2,0,106
-122.312427174,47.725944342,19,6,1,34
-122.33732,47.61132,17,2,0,104
-122.334294202,47.625572104,20,6,1,117
-122.33139,47.601074,17,2,0,101
-122.310256185,47.66306631,9,6,5,91
-122.299385,47.54091,17,2,0,53
-122.316124,47.61312,17,2,0,126
-122.323755269,47.597930363,12,6,5,108
-122.331275903,47.534057619,12,6,5,18
-122.312225,47.690796,13,2,5,61
-122.315983504,47.587684418,0,6,0,103
-122.331695003,47.709531214,0,6,0,37
-122.345654258,47.614039706,1,6,0,89
-122.376802784,47.689666737,1,6,0,47
-122.376447894,47.544680386,1,6,0,48
-122.317722679,47.660578745,13,6,5,90
-122.320280427,47.649327655,13,6,5,106
-122.31408562,47.595814768,13,6,5,119
-122.33568335,47.661385759,1,6,0,100
-122.342183247,47.540352918,2,6,0,25
-122.323408495,47.614650576,2,6,0,118
-122.335685032,47.702315164,3,6,0,43
-122.330463768,47.544385594,3,6,0,25
-122.313104003,47.663091423,4,6,0,86
-122.322398651,47.608017972,4,6,0,118
-122.271540399,47.518688809,7,6,0,28
-122.369692501,47.661468179,18,6,4,77
-122.23497752,47.508145273,10,6,5,7
-122.345007231,47.62031402,3,6,6,98
-122.407524043,47.58026969,3,6,6,25
-122.339256999,47.610510652,16,6,0,103
-122.334311582,47.608460261,17,6,0,102
-122.297244643,47.621833888,17,6,0,116
-122.302278492,47.633029623,17,6,0,127
-122.356713033,47.624580618,9,6,5,74
-122.308308103,47.60167721,9,6,5,125
-122.33744,47.602676,17,2,0,96
-122.346097398,47.615473377,10,6,5,91
-122.313115706,47.662180577,14,6,5,85
-122.347862717,47.726862548,14,6,1,18
-122.31122556,47.631481651,15,6,1,129
-122.23497752,47.508145273,16,6,1,7
-122.338450998,47.622625196,17,6,2,112
-122.314156,47.60712,17,2,0,125
-122.330510335,47.601885902,18,6,2,101
-122.332388311,47.603840506,18,6,2,102
-122.352813791,47.618406321,19,6,0,81
-122.326746402,47.618116289,22,6,1,115
-122.323310651,47.722999355,19,6,2,31
-122.360262589,47.732326378,14,6,5,17
-122.331208702,47.617225001,15,6,5,111
-122.352813791,47.618406321,16,6,5,81
-122.348770493,47.723219593,16,6,5,17
-122.333368028,47.617329291,20,6,2,111
-122.285092737,47.641263828,20,6,2,62
-122.298522457,47.671068572,19,6,2,71
-122.33026735,47.601714919,21,6,2,100
-122.353855281,47.684020647,22,6,2,55
-122.268650086,47.523303841,1,6,3,28
-122.343640321,47.610318115,19,6,5,91
-122.381309204,47.533521997,19,6,5,38
-122.343284246,47.61498466,19,6,5,96
-122.324005,47.619076,18,2,0,114
-122.295001919,47.727962517,10,6,3,23
-122.356993503,47.632902793,12,6,3,76
-122.308286777,47.667468881,13,6,3,83
-122.336938539,47.612168781,13,6,3,103
-122.363006941,47.640780122,14,6,3,76
-122.32505692,47.598771326,20,6,5,107
-122.285330749,47.658421213,21,6,5,57
-122.33042,47.620243,18,2,0,112
-122.33804772,47.611705679,15,6,3,102
-122.331560944,47.731382145,16,6,3,24
-122.309998846,47.711257608,17,6,3,43
-122.374901489,47.668666146,18,6,3,72
-122.293653,47.608234654,18,6,3,105
-122.315987723,47.590765154,14,6,3,109
-122.23497752,47.508145273,19,6,3,7
-122.324241658,47.67710081,19,6,3,82
-122.330759548,47.602053934,19,6,3,101
-122.355293423,47.618534826,20,6,3,74
-122.339671966,47.606217762,20,6,3,97
-122.386762991,47.573501508,21,6,3,42
-122.355293423,47.618534826,22,6,3,74
-122.33759,47.611206,18,2,0,102
-122.23497752,47.508145273,19,6,3,7
-122.334673698,47.606334728,0,6,4,102
-122.23497752,47.508145273,0,6,4,7
-122.31126,47.6031,18,2,0,127
-122.332493902,47.648296229,3,6,4,118
-122.319411919,47.604780982,5,6,4,122
-122.323897094,47.61133751,7,6,4,116
-122.264289444,47.496485713,8,6,4,15
-122.345007231,47.62031402,3,6,6,98
-122.342386722,47.620304003,3,6,6,104
-122.408961074,47.566603391,3,6,6,25
-122.325677095,47.656662514,3,6,6,100
-122.316185,47.61411,18,2,0,125
-122.250343593,47.488396139,4,6,6,11
-122.23497752,47.508145273,6,6,4,7
-122.36435,47.550114,18,2,0,35
-122.338247307,47.610246301,8,6,4,101
-122.315995347,47.578202132,8,6,4,94
-122.304473216,47.681229232,9,6,4,65
-122.316845009,47.614683851,9,6,4,125
-122.294048056,47.537343786,10,6,4,47
-122.32916,47.624275,18,2,0,115
-122.331707568,47.621392635,11,6,4,112
-122.337338756,47.60925298,11,6,4,100
-122.34608321,47.613707496,12,6,4,89
-122.335955435,47.579811663,12,6,4,65
-122.307204504,47.66395556,4,6,4,88
-122.335928553,47.611904236,6,6,6,101
-122.325294,47.620243,18,2,0,114
-122.355293423,47.618534826,10,6,2,74
-122.334059968,47.712288479,12,6,4,34
-122.338247307,47.610246301,12,6,4,101
-122.320910062,47.621985883,13,6,4,127
-122.317589169,47.559422072,3,6,4,61
-122.373588917,47.668277519,16,6,4,72
-122.379174844,47.578359153,10,6,4,42
-122.353942896,47.652125425,11,6,4,82
-122.281616454,47.512037129,11,6,4,21
-122.32781886,47.607228381,22,6,2,108
-122.331082201,47.602412413,19,6,4,103
-122.318848824,47.612179921,19,6,4,124
-122.308804002,47.57606599,12,6,4,96
-122.319022074,47.67584346,13,6,4,76
-122.334020599,47.61771172,13,6,4,110
-122.371002988,47.628586515,13,6,4,73
-122.329153404,47.61823776,13,6,4,118
-122.331408459,47.60276654,18,6,4,103
-122.35671454,47.623929893,18,6,4,74
-122.347933101,47.725038839,16,6,4,18
-122.345003457,47.613655499,19,6,4,91
-122.34584,47.618565,19,2,0,95
-122.41903,47.575954,19,2,0,14
-122.32594,47.618114,19,2,0,115
-122.324615153,47.708602801,15,6,4,43
-122.337320426,47.611321241,15,6,4,104
-122.326541795,47.611711146,14,6,4,114
-122.318392641,47.663565907,13,6,4,91
-122.31148,47.612225,19,2,0,130
-122.302771484,47.608007043,6,6,6,122
-122.336583768,47.601716636,7,6,6,95
-122.358303241,47.635349378,11,6,4,73
-122.308768221,47.548126274,11,6,4,55
-122.309121189,47.594431508,12,6,4,126
-122.338247307,47.610246301,13,6,4,101
-122.38329856,47.651242262,18,6,0,68
-122.30275536,47.610806221,19,6,0,124
-122.355293423,47.618534826,19,6,0,74
-122.296390416,47.60086351,20,6,0,109
-122.32369,47.67997,19,2,0,78
-122.380891534,47.667963732,18,6,1,63
-122.330225695,47.611542825,13,6,6,112
-122.324566906,47.655324079,14,6,6,98
-122.339458563,47.609053053,14,6,6,99
-122.37149582,47.680487958,15,6,6,55
-122.271314896,47.533661617,15,6,6,36
-122.294943074,47.609506148,16,6,6,106
-122.23497752,47.508145273,16,6,6,7
-122.23497752,47.508145273,15,6,4,7
-122.305147593,47.617674569,15,6,4,132
-122.302716381,47.560449712,16,6,4,75
-122.344670302,47.702877591,16,6,4,37
-122.316300673,47.667505407,17,6,4,82
-122.324615153,47.708602801,17,6,4,43
-122.336486149,47.611671432,18,6,5,103
-122.323162789,47.704046382,20,6,0,49
-122.311397619,47.733936473,21,6,0,29
-122.34089776,47.610619314,19,6,1,100
-122.320771372,47.613519514,20,6,1,122
-122.324615,47.708603,19,2,0,43
-122.33572859,47.707606013,17,6,6,37
-122.296353052,47.5462666,19,6,6,54
-122.3324,47.5527,19,2,2,41
-122.359314745,47.690617869,19,6,4,48
-122.30223583,47.6010021,20,6,4,122
-122.297480551,47.614708904,23,6,0,116
-122.325058631,47.598350343,2,6,1,107
-122.405220154,47.580346041,23,6,1,31
-122.320293295,47.595826794,0,6,2,109
-122.28409139,47.608433368,1,6,2,82
-122.273984794,47.534704635,1,6,2,37
-122.32258,47.536182,19,2,0,21
-122.369692501,47.661468179,23,6,4,77
-122.34584,47.618565,19,2,0,95
-122.345659159,47.657736429,3,6,1,102
-122.375916,47.69425,19,2,0,42
-122.352813791,47.618406321,7,6,1,81
-122.321397364,47.580423741,18,6,1,90
-122.321395503,47.583365189,3,6,2,95
-122.287033519,47.56410171,4,2,6,66
-122.346523619,47.615141142,1,6,0,93
-122.32547,47.56121,19,2,0,52
-122.318958756,47.694930926,23,6,4,58
-122.33452433,47.702331628,10,6,1,44
-122.32369,47.67997,19,2,0,78
-122.370766,47.665043,19,2,0,72
-122.342338197,47.625832394,9,6,2,107
-122.33073,47.61849,19,2,0,111
-122.291552345,47.547051336,10,6,2,54
-122.327071151,47.57980938,8,6,0,79
-122.329316624,47.607189642,9,6,0,110
-122.291010285,47.570759932,9,6,0,84
-122.29682317,47.599225892,1,6,5,110
-122.355293423,47.618534826,1,6,5,74
-122.32498608,47.614091488,1,6,5,113
-122.31816885,47.615838399,1,6,5,120
-122.397156071,47.661307598,20,6,6,48
-122.28347151,47.55662306,13,6,2,59
-122.23497752,47.508145273,13,6,2,7
-122.316845009,47.614683851,13,6,2,125
-122.320728644,47.661316753,19,6,4,91
-122.312484629,47.633240982,11,6,0,122
-122.30153,47.54934,19,2,0,62
-122.36065,47.68911,19,2,0,50
-122.294431946,47.554626739,11,6,0,69
-122.351300928,47.650280989,3,6,5,89
-122.337338756,47.60925298,5,6,5,100
-122.33879,47.617607,19,2,0,111
-122.320863687,47.619323644,12,6,1,123
-122.388512503,47.537364112,12,6,1,44
-122.332065571,47.603481776,13,6,1,103
-122.354412925,47.66809136,13,6,1,74
-122.327065711,47.693619327,13,6,1,59
-122.315503572,47.681191444,14,6,1,74
-122.296434111,47.582018841,14,6,2,98
-122.34081,47.697792,19,2,0,49
-122.298773307,47.538992842,15,6,2,50
-122.390282039,47.70139837,13,6,0,31
-122.340663562,47.705970643,13,6,0,40
-122.327836298,47.594203678,13,6,0,98
-122.331392648,47.601072821,13,6,0,101
-122.290405,47.680325,14,2,6,48
-122.297397343,47.692392928,14,6,0,51
-122.335777377,47.697775242,14,6,0,56
-122.343785343,47.653927938,23,6,4,102
-122.332875212,47.601301161,0,6,5,100
-122.331564739,47.601717035,12,6,0,102
-122.264594355,47.52388078,13,6,0,25
-122.354793527,47.55497225,18,1,6,26
-122.34261,47.611065,19,2,0,90
-122.320771372,47.613519514,18,6,5,122
-122.323443932,47.604128073,19,6,5,116
-122.338146747,47.610975163,11,6,3,101
-122.310245216,47.606731374,12,6,3,127
-122.356993503,47.632902793,12,6,3,76
-122.27861207,47.510456054,0,6,5,21
-122.314193914,47.61340616,0,6,5,126
-122.331082201,47.602412413,1,6,5,103
-122.284805903,47.666723857,22,6,4,50
-122.33026735,47.601714919,1,6,5,100
-122.296537763,47.732345401,17,6,0,23
-122.23497752,47.508145273,17,6,0,7
-122.310779425,47.666417472,17,6,0,90
-122.23497752,47.508145273,17,6,0,7
-122.338348307,47.609517439,20,6,5,101
-122.34586311,47.612990814,16,6,5,90
-122.322110996,47.614064988,20,6,5,120
-122.341545,47.61278,20,2,0,98
-122.314255803,47.67274446,21,6,5,79
-122.325707867,47.599191758,15,6,3,107
-122.405030351,47.561910626,1,6,5,33
-122.339801732,47.650514976,2,6,5,105
-122.347771829,47.731676965,2,6,5,14
-122.282094825,47.54600376,19,6,0,49
-122.294980107,47.568014612,19,6,0,82
-122.32108,47.607082,20,2,0,119
-122.352813791,47.618406321,0,6,6,81
-122.354726583,47.744118909,0,6,6,8
-122.340367253,47.610046276,1,6,6,101
-122.23497752,47.508145273,15,6,3,7
-122.33804772,47.611705679,16,6,3,102
-122.334853736,47.600884535,16,6,3,94
-122.34089776,47.610619314,23,6,4,100
-122.385137121,47.582089705,2,6,5,42
-122.344567659,47.694184038,22,6,0,46
-122.298111927,47.499245405,22,6,0,7
-122.287586457,47.553444075,22,6,0,60
-122.334197244,47.587166178,23,6,0,81
-122.33481777,47.61236845,2,6,6,103
-122.36981179,47.538277647,3,6,6,41
-122.332508232,47.617994024,3,6,6,111
-122.36926486,47.550227297,4,6,6,40
-122.293985411,47.71736335,18,6,3,33
-122.333529123,47.600882385,18,6,3,97
-122.343054862,47.612500305,20,6,3,90
-122.311312918,47.615105654,21,6,3,130
-122.294760854,47.661245507,21,6,3,74
-122.344485817,47.682462335,10,6,5,65
-122.397146126,47.584647104,11,6,5,40
-122.311529362,47.609790009,1,6,1,130
-122.320863687,47.619323644,1,6,1,123
-122.3249848,47.687534479,2,6,1,64
-122.338767522,47.700553468,2,6,1,45
-122.23497752,47.508145273,3,6,1,7
-122.350827342,47.625435239,4,6,1,88
-122.337250879,47.61268547,7,6,1,105
-122.291491694,47.558670328,15,6,0,69
-122.27921,47.523243,20,2,0,32
-122.339120542,47.611201037,22,6,3,103
-122.336469332,47.625787129,22,6,3,114
-122.321364,47.657519873,22,6,3,96
-122.32634683,47.609819585,5,6,5,110
-122.313034216,47.667491533,9,6,1,83
-122.377511523,47.651347139,10,6,1,71
-122.312561484,47.661265661,19,6,0,87
-122.344896103,47.717174471,12,6,1,24
-122.355562872,47.618135011,15,6,1,74
-122.354726583,47.744118909,21,6,1,8
-122.275614554,47.678512894,23,6,1,27
-122.312223214,47.601684563,2,6,4,125
-122.313207457,47.658313528,2,6,4,89
-122.378888183,47.665593948,4,6,5,68
-122.3011671,47.569530733,11,6,1,91
-122.26222809,47.678890741,12,6,1,14
-122.280462541,47.634129304,11,6,1,51
-122.326595286,47.623709956,12,6,1,118
-122.325308912,47.622561852,12,6,1,115
-122.273392392,47.540687838,13,6,1,38
-122.347771829,47.731676965,14,6,1,14
-122.323766265,47.595830928,15,6,1,108
-122.318958756,47.694930926,15,6,1,58
-122.350675586,47.673874559,15,6,1,69
-122.334010386,47.610645919,1,6,2,106
-122.39832,47.688656,10,2,6,36
-122.28313904,47.538883652,3,6,2,47
-122.274536867,47.556559723,5,6,4,49
-122.355293423,47.618534826,6,6,4,74
-122.308313317,47.599999894,6,6,4,125
-122.383928626,47.668677585,8,6,4,64
-122.355392224,47.667446978,9,6,4,72
-122.31072,47.578224,18,2,0,99
-122.294485301,47.733769377,0,6,5,23
-122.292493611,47.721007497,12,6,5,29
-122.341739126,47.619717144,12,6,5,106
-122.33026735,47.601714919,15,6,1,100
-122.338906798,47.60928404,16,6,1,99
-122.344512568,47.68875092,16,6,1,57
-122.38721,47.54568,20,2,0,50
-122.357193891,47.617235641,18,6,1,74
-122.23497752,47.508145273,2,6,2,7
-122.311884289,47.668992981,8,6,2,82
-122.321288856,47.651910775,10,6,2,102
-122.335376337,47.612135777,11,6,4,103
-122.27219,47.541584,21,2,0,38
-122.320207866,47.631384084,9,6,4,126
-122.287598803,47.525633027,8,6,5,33
-122.314224054,47.66400406,20,6,1,84
-122.30157,47.635242,21,2,0,123
-122.318926718,47.688207469,13,6,5,68
-122.292593949,47.6122927,13,6,5,105
-122.34741991,47.618274004,13,6,5,94
-122.321401178,47.57623249,19,6,1,83
-122.386961036,47.55479635,20,6,1,50
-122.33481777,47.61236845,20,6,1,103
-122.308313317,47.599999894,20,6,1,125
-122.322918657,47.610264969,11,6,2,116
-122.23497752,47.508145273,12,6,2,7
-122.346918641,47.624559764,13,6,6,101
-122.3108738,47.595873775,12,6,2,124
-122.371605,47.570564,21,2,0,38
-122.283687396,47.521460585,13,6,4,32
-122.326749608,47.65895995,10,6,4,95
-122.346722395,47.612326001,15,6,4,88
-122.341325708,47.705046688,8,6,6,40
-122.358914305,47.652561067,10,6,6,75
-122.320915219,47.622558497,11,6,4,127
-122.361339113,47.521277495,14,6,4,29
-122.264350415,47.499633103,13,6,2,15
-122.337338756,47.60925298,13,6,2,100
-122.34498954,47.611004422,14,6,2,90
-122.347,47.66098,21,2,0,92
-122.358665,47.624588,21,2,0,69
-122.269988639,47.529531014,18,6,4,32
-122.360647636,47.690624419,13,6,6,48
-122.297222329,47.661240464,14,6,6,77
-122.33026735,47.601714919,16,6,6,100
-122.293655,47.543507,0,2,1,53
-122.340414773,47.605910591,17,6,4,97
-122.321445646,47.614070933,17,6,2,122
-122.376636545,47.527377142,17,6,2,39
-122.284807708,47.641246548,20,6,4,62
-122.341344023,47.610274537,16,6,6,96
-122.344967475,47.722300778,17,6,6,20
-122.344517591,47.689111982,18,6,6,55
-122.333368028,47.617329291,18,6,6,111
-122.354726583,47.744118909,19,6,4,8
-122.327864011,47.617783416,19,6,4,118
-122.269901315,47.544281172,20,6,4,38
-122.325967749,47.593657946,21,6,4,98
-122.36979339,47.543857946,18,6,2,41
-122.284858408,47.517621178,19,6,2,22
-122.335685032,47.702315164,20,6,2,43
-122.283486739,47.55445537,20,6,2,57
-122.315551791,47.615272089,17,6,1,124
-122.323337342,47.567191516,17,6,2,70
-122.3031,47.618797,19,2,2,132
-122.362975495,47.552819767,20,6,4,34
-122.293567079,47.555343399,19,6,6,69
-122.32781,47.658966,21,2,0,95
-122.357193891,47.617235641,20,6,6,74
-122.336029062,47.611174928,21,6,6,101
-122.343284246,47.61498466,21,6,6,96
-122.346306467,47.619734437,22,6,6,97
-122.31816885,47.615838399,22,6,4,120
-122.33804772,47.611705679,22,6,4,102
-122.312127088,47.612910083,23,6,4,128
-122.356705966,47.625018567,23,6,4,74
-122.379618786,47.66805084,0,6,5,65
-122.34608321,47.613707496,22,6,2,89
-122.313087957,47.663996256,22,6,2,86
-122.320821134,47.58300796,23,6,2,94
-122.293641976,47.721986695,2,6,4,29
-122.219981301,47.497217286,21,6,4,2
-122.355562157,47.730071483,21,6,4,15
-122.323417654,47.615229688,21,6,4,118
-122.34024247,47.608725134,13,6,4,99
-122.317892558,47.537087208,23,6,6,23
-122.350933552,47.613643613,1,6,5,84
-122.392979068,47.52302621,0,6,3,28
-122.323757274,47.598348206,1,6,3,109
-122.317946171,47.583776757,3,6,3,97
-122.343304233,47.701426617,3,6,3,40
-122.284101535,47.612057541,16,6,3,81
-122.312744,47.61852,21,2,0,130
-122.3222,47.619316,1,2,1,120
-122.349252446,47.615581595,22,6,4,89
-122.410650223,47.579122819,3,6,0,21
-122.332798949,47.611838462,3,6,0,109
-122.274140558,47.687362398,4,6,0,24
-122.330759029,47.661372074,7,6,5,98
-122.352813791,47.618406321,2,6,3,81
-122.301139938,47.658979698,7,6,3,86
-122.31473,47.664913,22,2,0,83
-122.343952124,47.642008949,20,6,4,105
-122.334438613,47.615614054,20,6,4,108
-122.355293423,47.618534826,6,6,0,74
-122.35691343,47.639593268,6,6,0,76
-122.333808105,47.612103393,10,6,0,108
-122.356705966,47.625018567,11,6,0,74
-122.29469691,47.720185075,17,6,4,33
-122.327836298,47.594203678,13,6,5,98
-122.352813791,47.618406321,14,6,5,81
-122.376216284,47.667526727,22,6,3,69
-122.32184209,47.661326263,7,6,5,94
-122.355293423,47.618534826,9,6,5,74
-122.338302955,47.612626071,11,6,0,103
-122.354726583,47.744118909,11,6,0,8
-122.302523519,47.619689036,23,6,5,129
-122.318064407,47.608646517,8,6,4,124
-122.379928792,47.569476186,0,6,4,45
-122.31956,47.662224,22,2,0,89
-122.318034087,47.674160098,5,6,4,74
-122.3393722,47.649863647,10,6,5,107
-122.362999086,47.551013114,10,6,5,33
-122.28460623,47.544258443,10,6,5,49
-122.327680653,47.596655375,12,6,5,105
-122.356885242,47.644540609,12,6,0,78
-122.344655381,47.701792105,12,6,0,37
-122.292068382,47.596656514,13,6,0,98
-122.3516069,47.718683688,14,6,0,25
-122.314224054,47.66400406,15,6,0,84
-122.336165513,47.616053298,15,6,0,107
-122.33418396,47.600881844,3,6,6,95
-122.332412548,47.551056652,3,6,6,38
-122.23497752,47.508145273,6,6,4,7
-122.301025,47.62817,22,2,0,124
-122.333003312,47.623692344,11,6,4,116
-122.313087957,47.663996256,13,6,5,86
-122.30501276,47.69210855,14,6,5,56
-122.282344886,47.537044021,16,6,0,44
-122.23497752,47.508145273,17,6,0,7
-122.339256999,47.610510652,18,6,0,103
-122.324099365,47.714049595,19,6,0,38
-122.352813791,47.618406321,5,6,6,81
-122.356933968,47.637776092,12,6,1,75
-122.351946634,47.694207149,19,6,1,42
-122.305133018,47.55222695,12,6,4,63
-122.219981301,47.497217286,13,6,4,2
-122.36934938,47.521036639,14,6,4,36
-122.325597646,47.626764155,14,6,4,117
-122.337338756,47.60925298,14,6,4,100
-122.292332245,47.619518399,14,6,4,95
-122.347862717,47.726862548,14,6,5,18
-122.350854033,47.622086915,14,6,5,87
-122.31453,47.57162,22,2,0,88
-122.33506,47.61968,23,2,0,112
-122.31563,47.62053,22,2,0,126
-122.335928553,47.611904236,20,6,0,101
-122.313087957,47.663996256,20,6,0,86
-122.355545,47.721416,22,2,0,19
-122.386988684,47.553889902,20,6,1,50
-122.385483014,47.56021005,21,6,1,51
-122.341991608,47.704141515,21,6,1,39
-122.314224054,47.66400406,23,6,1,84
-122.331986367,47.601716965,15,6,4,103
-122.318938563,47.688928405,15,6,4,67
-122.314815768,47.57305591,14,6,4,88
-122.331986367,47.601716965,16,6,4,103
-122.386776714,47.562009047,16,6,4,48
-122.313436504,47.596654658,17,6,5,121
-122.308844582,47.616132494,17,6,5,136
-122.313943287,47.70627644,21,6,0,49
-122.324241658,47.67710081,21,6,0,82
-122.333368028,47.617329291,22,6,0,111
-122.283479561,47.556206329,22,6,0,58
-122.347137959,47.498237417,23,6,0,10
-122.357193891,47.617235641,0,6,1,74
-122.344896103,47.717174471,0,6,2,24
-122.32905709,47.578767764,1,6,2,80
-122.339195202,47.695972062,1,6,2,51
-122.341344023,47.610274537,4,6,2,96
-122.302220078,47.59507719,18,6,4,121
-122.348845544,47.628514754,19,6,4,94
-122.324615153,47.708602801,19,6,4,43
-122.331860156,47.617608573,13,6,5,110
-122.3263555,47.600451485,5,6,1,107
-122.283668345,47.529672534,6,6,2,38
-122.344512568,47.68875092,7,6,2,57
-122.329316624,47.607189642,8,6,2,110
-122.337595941,47.611207077,11,6,4,102
-122.344896103,47.717174471,20,6,4,24
-122.338247307,47.610246301,21,6,4,101
-122.309494,47.615864,22,2,0,134
-122.294048056,47.537343786,16,6,5,47
-122.338247307,47.610246301,16,6,5,101
-122.320250368,47.661315879,16,6,5,90
-122.387454467,47.561122239,16,6,5,46
-122.264558875,47.669574004,17,6,5,16
-122.355134634,47.520114211,7,6,1,24
-122.358303241,47.635349378,9,6,1,73
-122.284859055,47.719211871,10,6,2,24
-122.314261918,47.662188312,13,6,2,87
-122.344834273,47.713547979,23,6,4,28
-122.331735384,47.603126534,19,6,5,103
-122.319414423,47.605705157,19,6,5,121
-122.334853736,47.600884535,12,6,1,94
-122.385483014,47.56021005,14,6,1,51
-122.356742625,47.620357132,15,6,1,76
-122.347337096,47.660662866,15,6,1,94
-122.308182842,47.612900013,14,6,2,132
-122.29953497,47.617639286,14,6,2,120
-122.336938539,47.612168781,15,6,2,103
-122.362150139,47.535515058,15,6,2,32
-122.327031599,47.595836763,19,6,5,98
-122.385483014,47.56021005,19,6,5,51
-122.355367631,47.696933159,20,6,5,45
-122.27574,47.56292,22,2,0,55
-122.327031599,47.595836763,16,6,1,98
-122.290245,47.673065,22,2,0,52
-122.380549092,47.670176928,16,6,1,64
-122.30631,47.60856,22,2,0,130
-122.23497752,47.508145273,16,6,1,7
-122.325707867,47.599191758,18,6,1,107
-122.323527359,47.601705244,18,6,1,114
-122.338247307,47.610246301,18,6,1,101
-122.365898772,47.520107372,17,6,2,34
-122.321590278,47.76690137,19,6,2,4
-122.346514828,47.613372924,19,6,2,92
-122.297226854,47.683954696,19,6,2,55
-122.336128729,47.610445974,20,6,4,100
-122.373947877,47.517454556,21,6,4,34
-122.290996506,47.550997366,21,6,4,57
-122.269990445,47.520556161,22,6,4,28
-122.341542602,47.612782411,11,6,6,98
-122.292605782,47.608875909,1,6,5,105
-122.316734,47.61289,23,2,0,126
-122.283486739,47.55445537,21,6,2,57
-122.327673502,47.598354413,21,6,2,103
-122.323408495,47.614650576,21,6,2,118
-122.322132011,47.615224579,22,6,2,121
-122.342050845,47.707783054,23,6,2,39
-122.23497752,47.508145273,23,6,2,7
-122.340798836,47.694164418,22,6,4,52
-122.33299,47.621395,23,2,0,113
-122.304511913,47.598325553,0,6,5,127
-122.314382769,47.657588412,1,6,5,90
-122.259858713,47.510426999,12,6,6,18
-122.370762513,47.654263965,12,6,6,75
-122.331082201,47.602412413,3,6,5,103
-122.305474758,47.664965553,1,6,3,87
-122.268650086,47.523303841,2,6,3,28
-122.321377103,47.547744858,2,6,3,37
-122.349683755,47.615247413,4,6,3,90
-122.32635,47.60982,23,2,0,110
-122.383910937,47.643843766,2,6,5,63
-122.323310651,47.722999355,2,6,5,31
-122.325552282,47.617040615,16,6,6,114
-122.357193891,47.617235641,16,6,6,74
-122.304328492,47.731062229,17,6,6,29
-122.313436504,47.596654658,17,6,6,121
-122.334199158,47.583977139,5,6,5,76
-122.352813791,47.618406321,5,6,5,81
-122.23497752,47.508145273,8,6,5,7
-122.352813791,47.618406321,21,6,0,81
-122.309623439,47.703616617,17,6,1,45
-122.352813791,47.618406321,5,6,3,81
-122.275874175,47.530550666,7,6,3,35
-122.344649401,47.656017955,0,6,4,102
-122.262179858,47.520190705,3,6,5,23
-122.287443865,47.539097092,3,6,5,47
-122.23497752,47.508145273,17,6,6,7
-122.325739789,47.680058573,19,6,6,78
-122.374133294,47.546626552,19,6,6,45
-122.3308075,47.60046424,9,6,5,100
-122.33732,47.61132,23,2,0,104
-122.339004158,47.53604206,11,6,5,22
-122.371542084,47.639918862,12,6,5,73
-122.305474758,47.664965553,9,6,3,87
-122.321288856,47.651910775,10,6,3,102
-122.270027679,47.516848911,10,6,3,26
-122.364674992,47.693531058,19,6,4,45
-122.388515066,47.535462481,17,6,4,43
-122.278090045,47.553397109,22,6,4,51
-122.259705587,47.551243506,0,6,5,30
-122.327677787,47.597515302,22,6,4,104
-122.3449729,47.638256506,4,6,5,107
-122.344232838,47.629727308,4,6,5,106
-122.303784695,47.606520052,21,6,6,123
